,Command,DistToRfvThreshold,Text
284,payment/deposit/localbank/本银转账存款,1.1499547204807767,"本地银行 存款 , 怎么 存款 不 懂 怎么 填写 "
285,common/查询流水记录,0.5,
286,payment/deposit/unionpay/无法进行银联支付支付存款,1.1410617374248169,银联支付 扫 码 支付 今天 总共 就 村 存 了 一次 ？ 就 超出 限制 了 ？ 
287,smalltalk/personality/乐天堂小帮手能为你做什么,1.1821329047994167,投注 结果 是 什么 
288,bet/注单尚未结算,1.388088616957831,赢 了 ， 奖金 呢 
289,common/举报投诉,1.3136683292259521,我 马上 上报 中央 
290,common/乐天堂常见问题,1.3451437997536797,您好 
291,portal/app/乐天堂APP无法登入或下载失败/备用网址,0.9194016867619661,stillcannotdownload 
292,account/phone/忘记手机号码？,0.9679649761227926,忘 了 我 注册 时 填写 的 手机号 ， 怎么办 ？ 
293,payment/deposit/可否取消在线支付宝/京东支付/在线支付/银联支付处理中的存款申请？,1.239796005115812,存款 记录 可以 删除 吗 
294,portal/app/android/如何更新/重新下载APP安卓下载版,1.2401712794844042,下载 的 app 怎么 出现 错误 
295,account/更换账户真实姓名,1.2744057189123308,我 要 改名 ， 怎么 操作 ？ 
296,payment/deposit/others/请问支持自动柜员机存款吗？,1.1188281323104778,自动 存款 机能 充值 吗 
297,common/答非所问,1.311557785589336,已经 很多 次 
298,account/双重账号,1.1274352092264872,我 可以 开 多 一个 乐天堂 账户 吗 ？ 这个 账户 我 一直 输钱 
299,common/限额,1.3129452227736957,为什么 有限 制 
300,portal/app/ios/乐天堂真人APP 苹果 - 易博厅下载版,0.9108441333812947,有没有 娱乐场 苹果 app 
301,account/ defaul wallet/首选账号/首选账户,0.6293627319332324,首选 账户 是 干吗 的 
302,payment/withdrawal/通过首次提款验证，但是提款尚未到账？,1.0860516490100525,我 刚刚 已经 通过 邮件 验证 了 ， 资金 什么 时候 能 到 
303,promotion/livedealer/真人再存优惠,1.1274869771013596,可否 介绍 一下 30% 存款 优惠 ？ 
304,smalltalk/个人状态,1.1556172373734215,最近 怎么样 
305,smalltalk/politics/政治未来,1.2259842845058797,今天 香港 是不是 殖民地 ？ 
306,account/无法登陆乐天堂账号,1.2083617604623826,你好 ， 怎么 登陆 不了 
307,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,1.3044134478308662,显示 个 什么 地区 网络 不 稳定 
308,payment/deposit/wechat/微信转账存款,1.378429693123272,微信支付 可以 吗 ？ 
309,fundtransfer/如何进行转账,1.3425425666673163,显示 需要 激活 才能 实现 一 键 转账 怎么 激活 呢 ？ 
310,payment/withdrawal/无法提交提款申请,1.1218901910778518,请问 为什么 现在 提 不了 款 
311,web/ back up link/点击获取乐天堂电脑版网址,0.7653668647301797,官 网 是 什么 ？ 
312,payment/withdrawal/为何提款不到账,1.3594419404282547,我 为什么 提 不 起 款 
313,payment/deposit/others/Astro卡无法使用,1.204905046675514,AstroPay 充值卡 被 拒绝 
314,payment/如何填写提款银行资料,1.144265805796217,提款 到 我 的 账户 要 怎么 做 ？ 
315,web/ back up link/点击获取备用网址,0.7519590454632039,还有 其他 网址 吗 
316,payment/withdrawal/提款申请成功，但是尚未收到款项,1.0926033023283053,提款 成功 ， 但 为什么 该 金额 打 回 我 账户 了 
317,account/phone/如何更换电话号码？,1.1715893986285855,更换 手机 
318,promotion/sportsbook/体育再存优惠,1.0162680634991692,20% 是 存 多少 就 返还 多少 的 20% 吗 ？ 
319,portal/app/乐天堂PT APP 桌面/安卓下载版,1.2532680774523324,有没有 ptapp 
320,account/设置自我限制,1.3288716616952414,可以 锁上 账户 吗 
321,cx/UI,1.137054624375387,难看 
322,portal/ android/清除谷歌浏览器缓存 -安卓设备,0.5,
323,payment/deposit/为何存款尚未到账,1.363793679070458,速度 帮 我 核实 一下 进款 
