Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,remark,Intend Status & Remark,CS Verify
fun88,cn,user,Payment/Deposit,存款,1,"您是不是想查询以下的存款问题？
 
 <intentlink>网页哪里办理存提款？</intentlink>
 
 <intentlink>乐天堂存款方式</intentlink>
 
 <intentlink>存款多久到账？</intentlink>
 
 <intentlink>乐天堂网站存款金额限制</intentlink>
 
 <intentlink>无法充值</intentlink>
 
 <intentlink>在线支付，京东支付，银联支付已经扣款了，但是还没有到账？</intentlink>
 
 <intentlink>本银/支付宝存款申请超过30分钟仍然还没有到账</intentlink>
 
 <intentlink>取消存款申请</intentlink>
 
 <intentlink>存款申请状态</intentlink>","存款怎么弄
 如何存款
 怎么存款？
 最简单的怎么存？
 我要存款
 现在要如何存款啊
 你好，请问怎么存钱呢
 你好现在怎么存钱进去呢
 我想存钱买球赛
 我想存钱
 你好。怎么存钱呀
 我现在要存钱进去
 怎么存钱
 我要存钱
 麻烦问一下怎么存钱。
 存钱怎么存
 存钱怎么进入？
 应该在哪里存钱麻烦具体说明第一次玩
 现金怎么存款
 存款
 怎么存款
 我该去哪里看我的存款资料？
 今天进账的话几时才能下注？
 我不会存款
 可以教我存款吗
 儲值
 怎么充值",Deposit Affairs,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit,为何存款尚未到账,1,"如果您刚刚提交您的存款申请，可以先了解一下一般存款到账需要多久时间哦！点击 <intentlink>存款多久到账？</intentlink>
 
 本地银行、支付宝存款已经超过30分钟，请点击以下：
 
 <intentlink>本银/支付宝存款申请超过30分钟仍然还没有到账</intentlink>
 
 
 在线支付，京东支付，银联支付，在线支付宝扣款后，还没有到账。请点击以下：
 
 <intentlink>在线支付宝/京东支付/在线支付/银联支付已经扣款了，但是还没有到账？</intentlink>","存款多久可以到
 存款怎么不到账
 你好，怎么我的存款还不到账呢
 存款不到账
 什么情况，存款还不到
 我冲的钱怎么还不到
 帮我查查存款怎么还没到账户上
 我刚才充值950怎么没到账
 帮我查一下充值怎么还没到
 我的存款还没到账
 我的存款还没到
 存款帮我到一下
 我有一笔存款没到
 为什么存款长时间不到帐
 存个款，那么久不到账！！！
 存款怎么半天不处理
 存款没到账,快三小时了
 存款现在有延迟吗
 冲了100还没到账
 存款未到
 存款800未到账
 我的存款还没到账啊
 我的存款怎么还不到
 速度帮我核实一下进款
 存款还没到
 我的500存款为什么还没到账
 你好。我的存款还没到账。
 我的存款什么时候到账啊？？都快12个小时了啊！
 提交钱还没处理好1个多小时了
 1个小时了提交的钱没到账
 存款1000等了30分钟没到
 我存款1万元，一个小时了还没到账
 为什么存款待处理？
 我的存款很久了，还没有到
 我刚才充的有好一会了还没有到账
 问下昨晚11：30我存款500为什么没有到账啊
 存款没有到账，那钱会退到我的银行卡吗
 半个小时过去了我的存款还没有到账
 存款为什么那么慢
 目前存款有延迟吗
 之前存的钱，一直没到账啊
 今天充值怎么那么慢啊
 现在存款有延迟吗
 朋友帮我存款
 我刚冲的3000千
 已存款为啥没到帐？
 我存了100元，怎么不到账啊？
 不是说半个小时吗？？？",Deposit didn't receive,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit,利用单号查询存款申请状态,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
 <form title=""请输入存款单号""><field>存款单号</field></form>
 <webhook>http://webhook.gohelp88.com/Deposit/DepositCheckByID</webhook>","可以用单号查询存款吗
 利用单号查询存款申请状态
 我的存款单号是",Check Deposit Status by TXID,系统检查,System,
fun88,cn,user,Payment/Deposit,取消存款申请,1,"如您要取消本地/支付宝存款,请您将您的存款单号以及之取消原因提供给我们人工客服,为您取消存款申请呦♡＾▽＾♡
 
 提醒您下次存款的时候再三确认才提交申请，不然会影响到您存款的时间噢～
 
 或者您指的是：<intentlink>可否取消在线支付宝/京东支付/在线支付/银联支付处理中的存款申请？</intentlink>","你好，我有一个存款支付宝我填错了
 取消我的存款，填错了
 我充值错了，充了200.1
 能不能把我现在这个存款取消了
 您好，刚才存款提交错了，给我取消一下，我重新提交
 帐号cccf1133取消存款.我可重新存款
 能把我的存款申请取消吗我要重新存款
 你能把我之前的存款订单取消吗
 能把我刚刚的存款信息取消吗？
 把我之前的存款订单都取消了把
 请你帮我把上一笔存款请求取消一下。账户是baba2015
 我刚才没复制，直接点了，能帮我取消了吗
 把上一笔交易给我取消了，刚刚银行卡转账，整成支付宝了
 可以帮我把之前的存款交易记录取消吗不然会影响充值吗？
 取消存款
 怎么取消存款申请
 我存款没转帐就确认了，怎么取消？
 帮我之前申请的存款全部取消，我想重新申请过
 把我前面的存款取消
 请帮我早上那笔存款取消
 有笔存款我提交了没转账可以给我取消吗，转账方式选错了
 能把充值取消不，信息没填好
 可以帮我取消我重新充值吗
 我上一次的存款没有完成，能帮我取消，我重新申请呢
 我刚发起的转账点错了，能取消吗？
 取消已有的存款订单
 帮我存款取消下
 可以帮我吧刚才那个存卷取消吗
 我还没有转就申请提交了，可以帮我取消嘛我重新转
 存款全部取消了
 取消一下我以前的存款呢
 我刚才填错存款了麻烦给我取消一下
 未成功支付的订单可以取消吗
 提示正在处理上一笔存款申请，可以取消吗
 我想取消我的存款申请
 可以取消存款订单吗
 取消存款申请",Cancel Deposit,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit,可否取消在线支付宝/京东支付/在线支付/银联支付处理中的存款申请？,1,"不好意思~ 目前系统操作是无法进行取消，也无法删除在线支付宝/京东支付/在线支付/银联支付等这些待处理中的存款申请记录噢。但是这个并不妨碍以及影响您再次操作进行存款的,请您放心噢( ͡° ͜ʖ ͡°)","我在线存款点错了，提示不能在存，能不能帮我把上一个存款关闭
 在线存款老是处理中，可以取消吗
 我的京东存款一直处理中，我没有支付成功，可以取消吗
 CNY201808076310002，这个待处理在线存款的申请可以取消吗，我没有成功支付
 可以删除那些未成功支付的存款申请吗
 这些一直在处理中的存款申请可以消除吗
 可以删掉这些处理中的订单吗，看起来很不爽
 我刚才的在线存款没有成功，帮我取消下，我重新存
 帮我把处理中的QQ存款取消下，没有支付成功，显示风险
 有没有办法可以取消或者删掉这些处理中的在线京东支付，很碍眼
 不好意思，我有强迫症，看不惯这些挂着的处理中在线存款，麻烦帮我取消了吧，都是没有支付成功的
 就没有办法可以弄掉这些处理中的银联支付存款吗
 在线存款提示限额，然后页面显示处理中，不取消会不会影响我接下来的存款？
 这些一直显示处理中的京东看着心烦，有没有办法删掉啊？？
 这些处理中的在线支付宝存款的申请没有办法删掉的吗？
 存款记录可以删除吗",Cancel Online Deposits - In Processing Stage,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit,哪一种的存款方式最快？,1,"您好，目前比较快捷的存款方式是【在线存款】、【本地银行/本地支付宝转账】以及【Astro卡】。您可以点击以下了解如何操作：
  <intentlink>在线存款</intentlink> <intentlink>本地银行/本地支付宝转账</intentlink> <intentlink>Astro卡存款</intentlink>","你们哪一种存款方式最快？
 支付宝太慢了，有没有快点的存款？
 有没有快捷支付？
 你们转账存款太慢了，每次比赛完了才到账，有没有其他的存款方式？
 你们网站哪些存款比较快啊？
 有没有快点的存款方式？
 哪个存款方式最快？
 除了转账存款，你们还有其他的快速存款渠道吗
 有没有推荐使用的存款方式，要快的
 咱家哪些渠道充值会比较快？可否推荐一下？
 快速充值通道有没有？
 我要下注，比赛快开始了，有没有快点的充值？？？
 你们家就没有快点的充值了吗
 哪种方式到账最快？
 有没有快速到账的充值
 什么存款最快到账",Fastest Deposit Method,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit,在线支付宝/京东支付/在线支付/银联支付已经扣款了，但是还没有到账？,1,"您好，在线支付宝/京东支付/在线支付/银联支付一般上都是秒到账（如果无技术问题）。
 
 每当您使用这些方式存款一次，系统将会自动生成一笔存款申请哦【无论成功与否】
 
 如果您已经扣款了，但是尚未到账的话。请点击【转人工客服】提供成功扣款的截图（包括，扣款人姓名，扣款金额，扣款日期，扣款时间）给人工客户协助查询","为何我的QQ支付待处理中？已成功支付啦
 网银已过账，请速度上分
 已支付了，快上分
 京东支付还未到账
 银联支付还未到账
 刚qq充值了500
 你好，银联支付存款未到账有延迟吗
 刚刚用银联支付付款了300元怎么没有到账提示
 银联支付为什么没到账
 银联支付扫码存款不到账
 我刚才提交的银联支付一笔钱怎么这么慢
 怎么我银联支付的款项还没有到账
 我存款200块，用银联支付，还没到账哦
 我的钱昨晚这个点，用银联支付交的，到现在还没到账
 我的存款为什么迟迟不到账银联支付
 银联支付没到账
 我用银联支付充值的没有到账
 刚有笔存款银联支付支付的怎么还没到
 银联支付待处理是什么意思
 待处理的银联支付要多久才会到账？
 存款一直待处理，用的银联支付，怎么回事？
 我已经支付成功，为什么银联支付一直是待处理
 我用京东存款，一直还在处理，怎么搞的
 在线存款待处理中
 银联支付一直待处理
 我的京东支付怎么还没到账？
 京东扫码支付了，怎么还没有到账？
 我有一笔500的京东钱包充值，怎么没到账
 在线支付宝钱扣了没到账
 在线支付掉单",Online Deposit account debited but money not yet receive,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit,在线支付宝/京东支付/在线支付/银联支付无法充值,1,"请您提供您使用的存款方式,以及页面错误提示,提交给我们人工客服会为您协助处理ヽ(°▽、°)ﾉ","我的充值充不进去
 怎么还是充不了钱
 我前天要充值到现在。反复试了几十次
 你们不给人家充值了吗？
 无法充值
 为什么充不了钱
 我充不了值
 我充不了钱
 现在充不了钱进去
 为什么充值显示该订单存在风险，充不了
 怎么充不了钱啊
 我充值充不了
 充不了钱咯
 一直充不了钱！
 现在充值都充不了
 充不了钱
 充不到钱
 怎么充不到钱
 充值有问题
 重置商户
 充值不了
 支付二维码无法显示
 银联支付扫码存款不到账
 银联支付扫不过
 手机什么时候可以充值
 很多个在线支付待处理但我到支付页面刷不出二维码是怎么回事
 我要充值怎么显示错误
 今天没有存款到20次，怎么不能存款
 存款还是现实交易金额超限
 操作没问题，存了好多次了",Online Deposit Unable,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit,存款多久到账？,1,"针对不同的存款方式会有不一样的到账时间：
 
 【在线支付，银联支付，乐天堂卡，Astro卡】一般是即时到账（如果没有其他的技术性问题），如果没有即时到账，请点击【转人工客服】寻求协助哦！
 
 
 【本地银行存款，支付宝存款】一般上是15-30分钟内到账的。
 
 如果您的存款在30分钟后还没有到账，请联系人工客服并提供交易明细证明您成功扣款的截图，【包含金额，存款时间和成功到账时间等等】，以便让人工客服为您查询详情。","充值多久能到
 存款多久可以到
 存款多久到账啊？
 支付宝转账一般多久到账户
 你好支付宝转账一般多久到账
 存钱多久到账
 支付宝充值多久到帐
 存款一般多久到支付宝
 支付宝充值的话多久到账
 存款是多久到账呢
 请问存款多久能到
 支付宝转账钱多久到账户
 充值一般多久到
 请问充值了钱多久才能到
 大约多久能存款成功
 我刚银行存款，估计存款多久到账户
 本地银行转账多久到账？
 通过本银这个方式存款，大概多久到账
 我存款了要多久才到
 在线存款多久到账？
 QQ支付多久到账？
 QQ多久到账？
 银联支付扫码多久到账？
 银联支付多久到账？
 乐天堂卡多久到账
 Astro卡存款多久到账？
 存款多久到账？
 乐天堂存款多久到账？
 京东存款多久到
 存款怎么还没到啊！
 我的存款呢？
 存款到账能不能快点
 支付宝转账到那个你们民生银行方和安，已提示到账了麻烦处理一下
 我刚才已经支付宝转账到您们指定的账户，多久能到账
 支付宝转账尚未到账
 转账成功请速度入账
 存款可以快点吗
 催一下存款
 还有多久可以到账，我要投注
 存款一般要多久
 我转帐了，多长时间能到账
 存款多长时间到账",Deposit takes how long?,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit,存款失败,1,"您是透过什么存款方式进行存款单的呢？请根据您的情况点击：
 
 <intentlink>无法进行本银/支付宝存款</intentlink>
 
 <intentlink>本银/支付宝存款申请失败</intentlink>
 
 <intentlink>京东支付/在线支付/银联支付无法充值</intentlink>
 
 <intentlink>乐天堂卡存款无法使用<intentlink>
 
 <intentlink>Astro卡无法使用</intentlink>","我存款失败了
 为什么我的存款被拒绝了两次？？
 存款为什么失败呢
 您好，我昨天存款被拒绝
 我的存款被拒绝了怎么办，资金原路退换吗？
 存款为什么总是被拒绝
 为什么存款会被拒绝呢
 我存款显示拒绝存款
 我的存款怎么被拒了
 存款被拒绝
 怎么我存款10008说被拒绝
 存款拒绝
 为什么我的500元存款一直被拒绝
 我的500元存款怎么一直被拒绝
 刚刚转账被拒绝
 存款不行
 钱都存不进去
 现在是不是存不了款
 存不到
 存款存不到
 存不进
 存不到款
 我现在存不到款啊
 存款失败
 为什么我的存款被拒绝了
 存不入款，怎么办呀
 存款一直不成功
 为什么存款被拒
 存款被拒会返还到银行卡吗",Deposit rejected,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit,存款申请状态,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
 您好，您可以透过以下方式查询您的存款申请状态：
 
 <intentlink>查询最后一笔的存款申请记录</intentlink>
 
 <intentlink>查询最后三笔的存款申请记录</intentlink>
 
 <intentlink>利用单号查询存款申请状态</intentlink>","最新的存款详情
 我想问下这两笔到账没
 我想查询我的存款现在怎样了
 速度帮我核实一下进款
 我充值的钱到了没
 我的存款现在什么情况
 我的存款现在怎样了
 可以知道我的存款情况吗
 我的存款到账了吗
 存款有查询了吗
 帮我看下我的支付宝转账到了没
 存款状态
 我现在的存款情况
 最新的存款状态
 最新一笔的存款情况
 我存款到了没有
 帮我查下转账是否成功",Deposit Status,系统检查,Done,ruby
fun88,cn,user,Payment/Deposit,存款限额,1,"亲～请问您是谘询哪一个存款方式的限额呢 ♡＾▽＾♡
 如您存款网站出现错误信息导致您无法顺利存款 麻烦您提供下您的页面错误信息截图 提交给我们[人工客服]客服妹妹会帮您尽快处理您的问题呦～ 
 
 我想您一定会想要询问以下问题：
 <intentlink>乐天堂网站存款金额限制</intentlink>
 
 <intentlink>在线支付宝/京东支付/在线支付/银联支付达到限额</intentlink>","在线存款限额
 在线存款卡受限
 存款限额
 京东支付受限
 QQ限额
 银联支付限制额度
 限额了，没有办法存
 我才存100，怎么就提示达到限额了
 老是限额，怎么解决？？
 超过累计最大限额
 在线充值已经限额了
 在线，银联支付都存不进，提示限额
 存款显示累计超过日总额？
 充值好多用不了，提示达到每日限额，但是我今天才存了200元
 超出限额
 为什么我在找存钱风险限额了
 交易金额超限充不进去怎么办
 可以换个商户吗，充值超限额了
 都限额
 在线存款300显示超出限额是什么情况？
 超过交易限额了
 提示交易失败，超出限额
 我没存过款，在线存款怎么显示交易限额
 存款存不进去提示支付失败失败原因是已超出支付限额
 存款异常代码，超过日常累计限额
 提示最大日限额度
 超出日累计限额
 超过日最大限额
 超过日累计最大限额
 异常代码70030003-超过日累计最大限额
 我都没充值的怎么可能限额
 我刚充值五千，显示什么超过限额，但是我卡上钱已经扣了，账户上也没余额
 为什么我在线存款5000就限额了
 一会限额，一会又交易次数受限。
 超出最大限额，我才存了多少就限额了，你们太不靠谱了吧",Deposit Limits,直接回答,DONE,RUBY
fun88,cn,user,Payment/Deposit,尝试了所有存款方式，都没办法成功存款?,1,请您点击【转人工客服】提供您存款页面错误提示以及截图.方便客服妹妹帮您进一步查询噢ヾ(´▽｀;)ゝ,"我尝试了所有存款方式，都没办法成功存款
 根本无法存款，全试过了没用
 冲不了钱，都试过了没有一笔可以成功
 你们这个是什么破网站，没有一种方式可以存得进去
 好几天了，没有办法存入，试了全部的存款方式，都不好使
 能不能解决？一直充不进，什么方式都不行
 什么存款方式都存不进啊
 刚注册的，但是充不进，试了全部的存款方式还是不行
 你们网站还能不能行了，没有一种存款方式是可以用的。。。
 我要存款！！！存不进啊，你们没有一个充值是可以成功存入的
 没法儿玩了，根本存不进，什么渠道都不行。。。
 你们就没有一个好的充值了吗，都存不进去
 注册至今就没有成功存款过，什么方式都试了，麻烦解决下
 怎么老是存不进去","Tried all deposit methods, still fail",人工客服,Done,ruby
fun88,cn,user,Payment/Deposit,乐天堂存款方式,1,"您好，乐天堂目前支持的存款方式如下，请根据您的存款方式点选以下查询如何操作：
 
 <intentlink>本银/支付宝转账存款</intentlink>
 
 <intentlink>在线存款</intentlink>
 
 <intentlink>银联支付扫码存款</intentlink>
 
 <intentlink>京东钱包存款</intentlink>
 
 <intentlink>乐天堂卡存款</intentlink>
 
 <intentlink>Astro卡存款</intentlink>
 
 <intentlink>在线支付宝存款</intentlink>
 
 
 您知道您需要再乐天堂网站银行账户办理存款吗？点击这里：<intentlink>银行账户在哪里？</intentlink>","我可以用什么方式存款啊
 有其他的存款方式吗
 我可以用什么存款
 可以用什么存钱
 有什么存现的方式呢
 你们家支持什么存款啊
 有几种存款方式啊
 存款有什么比较快的
 存款有什么选择
 可以选择什么存钱
 乐天堂支持什么存款方式
 你们接受什么存款方法
 接受什么存钱的途径
 几种存钱方法
 有什么存款方式？
 乐天堂有什么存款
 你们有什么存款？
 你们有什么存款方式
 你们目前都有什么存款方式啊
 手机怎么存款
 电脑上怎么存款
 储蓄卡怎么存
 怎样存款
 怎样存钱在盘里
 请问有哪些存款途径
 我存款转账时没注意看提示，一次存了146000，请问怎么提交？
 怎么存款",Deposit Methods,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit,提高单日存款上限,1,"不好意思~小帮手能力有限呢~ (◐ o ◑ )
 
 但是您可以联系我们的【人工客服】以便可以进一步协助您的请求哦~","可以提高转账存款的上限吗
 可以帮忙提高存款金额吗
 我想提高存款上限
 我已经超过存款上限了
 我转账存款显示我已经达到当日上限了，可以提高吗
 我想继续存款，但是已经达到上限，可否提高上限
 达到存款上限了，但是我已经转账了，现在提交不了，怎么办？
 咨询一下，你们的存款上限可以提高的吗？
 可以帮我提高存款上限
 帮我提高一下存款上限，不然提交不了",Increase Deposit Day Limit,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit,查询最后一笔的存款申请记录,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
 <webhook>http://webhook.gohelp88.com/Deposit/DepositCheckTop1CNYFun88</webhook>",最新一笔的存款情况,Check last 1 deposit status,系统检查,System,
fun88,cn,user,Payment/Deposit,查询最后三笔的存款申请记录,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
 <webhook>http://webhook.gohelp88.com/Deposit/TransactionDepositCheckTop3Fun88</webhook>","最近3笔存款交易
 最后三笔存款",Check last 3 deposit status,系统检查,System,
fun88,cn,user,Payment/Deposit/Online,在线存款,1,"【电脑版】：
 请点击网页右上角的【银行账户】-【存款充值】-选择【在线存款】
 
 【手机版】：
 请点击手机右上角的【三圆点】，然后点击进入【银行账户】
 
 您可以根据以下在线存款的步骤：
 1. 点击【在线存款】，输入您的存款金额以及存款银行
 2. 点击【提交】
 3. 弹出银行网页面后，填写相关资料及手机验证码
 4. 转账成功后，即时到账
 
 <intentlink>乐天堂网站存款金额限制</intentlink>
 
 <intentlink>存款多久到账？</intentlink>
 
 
 您是不是遇到<intentlink>无法进行在线存款</intentlink>","如何进行在线存款
 网银如何直接转账给你们呢
 在线存款怎么弄
 我有网银，怎么转账呢
 要自己到网银去转账么？
 网银转账
 没有网银啊
 如果网银转账呢
 怎么网银转账存款
 网银那个怎么存
 请问，我网银存款选择哪个
 怎样在电脑用网银支付?
 网银转账？
 手机网银怎么传
 我要用网银转账
 在线存款是怎么存？
 在线存款
 在线存款怎样存
 你们有在线支付吗",Online Deposit,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit/Online,无法进行在线存款,1,"非常抱歉，倘若您无法顺利完成支付，劳烦将您的用户名以及存款时遇到的错误提示含截图,提供至人工客服为您更换支付端口！一旦更换成功后，请您清除浏览器缓存再尝试使用噢（＾ｖ＾）
 
 【小帮手提示】一般是支付端口网络不稳定所导致二维码无法显示，或是支付达到了限额导致无法继续支付的！
 
 或者您也可以使用其他的存款方式哦，请参考：<intentlink>乐天堂存款方式</intentlink>","在线存款乱码如何处理
 直接存款一直存不进去
 怎么在线充不了款？
 在线存款不能用吗
 在线存款不行
 在线存款怎么不能用了
 现在在线存款是不是存不了钱啊
 我在线存款还是用不了
 在线不能使用
 在线存款充值不了
 我账户在线存款存不进去乱码的
 现在在线从不了钱吗？
 在线存款不行了？
 手机在线存款怎么老是不能用？
 你们在线存款不能用
 在线存款存不了
 在线存款为什么用不起了
 为什么我的在线存款用不了
 在线存款充不了
 在线存款怎么不行了
 为什么等了很长时间在线存款还是存不进去？
 无法使用在线存款
 为什么使用不了在线存款？
 我在线存款失败了",Online Deposit not working,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit/Localbank,本银/支付宝转账存款,1,"不懂怎么使用支付宝转账存款吗？ 别担心，让小帮手来助您一臂之力吧~ 
 
 您需要依据以下步骤进行操作~
 
 【步骤1】 
 点击-【本地银行/本地支付宝转账】 填写如下信息：
 1.存款人姓名
 2.支付类型：支付宝/银行转账
 3.存入金额，
 然后点击提交
 
 【步骤2】 
 1. 系统会生成新存款金额，会员必须转入根据系统生成的金额，方能极速到账 
 2. 点击【我知道了】 
 3. 复制乐天堂银行转账【银行卡账号】 
 4. 确认乐天堂银行转账账户【真实姓名】，然后在15分钟之内自行进行转账 
 5. 必须成功完成了转账后，才到乐天堂存款页面点击提交存款申请
 
 【温馨提示】如果操作步骤有误，不排除会导致存款延迟到账或存款交易不成功。
 
 您可以参考<intentlink>乐天堂网站存款金额限制</intentlink>
 
 您是否<intentlink>本银/支付宝存款申请失败</intentlink>","怎么用支付宝转账至你们的账户？
 支付宝存款怎么操作
 支付宝可以充值吗
 支付宝怎么转账？
 请问支付宝转账的一般多久到账啊
 支付宝如何存款
 支付宝充值怎么充
 请问支付宝如何转账
 支付宝如何支付
 请问支付宝如何充值
 支付宝如何转账
 支付宝如何操作
 支付宝怎样转账
 支付宝怎样存款
 你好支付宝怎样充值
 怎样用支付宝充值
 怎样用支付宝
 支付宝冲钱看不懂
 支付宝不输入密码怎么扣，不好意思，我有点不懂
 我想用支付宝存款，应该怎么操作呢
 为什么支付宝转账提交100元显示99.65
 支付宝存款方式",How to deposit from Alipay to Local Bank?,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit/Localbank,本银/支付宝存款申请失败,1,"首先您需要检查所输入的【付款方姓名】是否正确（如果您是使用他人账户转账就需要填写第三方账户的真实姓名）以及 金额是否正确
 
 然后您再次提交存款申请并确保【付款方姓名】是与您的本银/支付宝真实姓名相符以及存款金额需要与您实际转账金额一致才能成功到账
 
 如果您已经确认转账成功并且填写无误，麻烦您将本银/支付宝转账明细提交至人工客服协助您查询~","我的支付宝转账存款被拒绝了
 我用网银转账存款了100元来了个信息说拒绝了
 用支付宝存款，已经转账到账了，为什么拒绝存款呢
 支付宝存款被拒
 本银/支付宝转账存款失败了
 支付宝转账失败了
 我的两笔存款为什么被拒绝了
 现在过了这么久，财务一直拒绝我的存款。
 怎么存款总是拒绝？？
 明明存款到账，被你们拒绝了，
 我想知道，我金额存对了，为什么也拒绝
 我的存款被拒绝，怎么没看到钱退回来
 为什么我的存款会失败，用支付宝转的
 早上支付宝充值，拒绝了
 为什么我存款总是被拒绝",Localbank deposit fail,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit/Localbank,本银/支付宝存款申请超过30分钟仍然还没有到账,1,"如果本银、支付宝存款申请已经超过30分钟，请您提供交易明细证明您成功扣款的截图，包含金额，存款时间和成功到账时间等等，以让人工客服协助查询~
 
 
 【温馨提醒】
 本银、支付宝存款申请一般上需要20-30分钟的时间到账的。建议您在查询收款讯息后马上进行存款动作
 
 另外在尚未提交您的存款申请前请确认您的收款人讯息，存款金额，存款到账讯息是正确的，以便可以顺利到账~","支付宝为什么不到
 麻烦帮我看一下我的支付吧转账存款
 支付宝存了很久怎么还不到账
 刚支付宝转1000.麻烦速度处理
 你好我支付宝已经付款好了半小时，为什么乐天堂还没进账呢
 支付宝充值未到账
 支付宝充值400未入帐
 你好，支付宝存款还没到呢
 你好刚才用支付宝转了10000过去
 我现在用支付宝转账2000了已经到账了你帮我查询下速度冲进去我要下单了
 我一直点支付宝转账然后交易记录一直显示是在待处理？
 我银行转账的钱怎么还没到账
 支付宝转错金额",Localbank deposit exceeded 30 mins,人工客服,Done,ruby
fun88,cn,user,Payment/Deposit/Localbank,本银转账存款,1,"在存款页面查询我们的收款账户信息后， 您需要依据以下步骤进行操作：
 
 1.输入您要转账的【金额】
 2.填写付款方的【真实姓名】，如是本人则无需更改
 3.查看转账的【银行名称】后，才点击提交进入第二页面
 4.复制乐天堂银行转账【银行卡账号】
 5.确认乐天堂银行转账账户【真实姓名】，进行转账
 6.必须成功完成了转账后，才到乐天堂存款页面点击提交存款申请
 
 【温馨提醒】 建议您查询收款讯息后马上进行存款动作，存款申请在收到您的存款后是需要20-30分钟到账的哦！另外在尚未提交您的存款申请前请确认您的收款人讯息，存款金额，存款到账讯息是正确的，以便可以顺利到账哦~
 
 您可能遇到： <intentlink>本银/支付宝存款申请失败 </intentlink>","如何进行本银存款
 本地银行存款,怎么存款不懂怎么填写
 我想用银行转账到你们的账户怎么存？
 网银怎么转账存款
 本地银行转账存款的具体操作方式是怎么样的？
 我要用手机银行转账存款，具体流程是什么？
 我在转账页面进行存款，一直没有到账，也没有页面让我填写支付？
 是不是不能用银行转账，一直没有到账？
 有没有银行转账的操作流程？
 本银转账是在页面提交就可以了吗
 我在本银存款，怎么提交后没有跳转支付页面？？
 请教一下，这个本银存款是怎样的？
 如何银行卡转账？",Localbank deposit,直接回答,Done,ruby
fun88,cn,user,Payment/Deposit/Localbank,没有本银/支付宝存款收款账户， 存入旧账户,1,"不好意思，请您点击【转人工客服】为您提交查询哦！麻烦您了~
 
 或者您也可以尝试其他的存款方式哦，请参考：<intentlink>乐天堂存款方式</intentlink>","现在本银存不了了吗？最近这两天都没有账号可以存
 现在支付宝存款没有对方账号
 支付宝不能充值了吗？
 网银支付宝转账现在不可以充值吗
 你们的银行卡提示账号不存在
 支付宝转账没有转账账号
 存款提示目前你所选择的存款方式出现技术问题，请您尝试用其他的存款方式或联系我们的在线客服，谢谢。
 支付宝存款方式出问题了
 支付宝充值这么充不了啦
 为什么不能支付
 支付宝转账无法存款帮我看下
 支付宝存款现在不行？
 支付宝存不了
 本地银行存款不行了吗
 你们转账的支行找不到
 怎么支付宝转账无法充值了
 现在支付宝怎么冲值不了？
 支付宝充值什么时候能用
 支付宝转账用不了了呢
 支付宝不能转吗
 存款没帐号
 支付宝怎么存不了款
 现在支付宝存款不可以吗？
 还没添加存款账户吗
 支付宝存款显示遇到技术问题
 支付宝不能存钱吗
 本银现在不能存吗
 微信支付宝为什么不能充值
 我支付宝冲不了钱啊
 支付宝不能充值呢
 怎么支付宝一直存钱不了
 支付宝怎么无法存款了
 入款我重复提交了然后看不见银行卡号
 现在支付宝存款用不了吗
 我怎么用不了支付宝转账存款，提示错误
 为什么我存款，老提示该存款方式有技术故障呢
 我想要用支付宝存款，但是没有收款人信息
 支付宝充值不了
 我点击支付宝转账就提示错误，是不是有什么问题呀
 本银存款但是显示有技术故障
 你们的收款账户是多少
 转账人信息在哪里看，我找不到
 存款显示技术问题
 支付宝存款什么时候可以用啊
 为什么我的支付宝转账没有收款账号
 你们的收款人涉及咋骗
 没有收款人账号
 转了老账户上了
 上午工作人员给我电话，要转账银行凭证
 存款账户异常
 点击存款没反应
 支付宝存入旧账户了？
 支付宝没有账号
 没有存款账户
 你好，我之前是储蓄卡存款的，现在存不进，应该怎么操作
 为什么支付宝不能充值付款",Localbank deposit to old bank,人工客服,Done,ruby
