Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,Answer Key
Fun88,TH,User,Account/Phone,ลืมเบอร์โทรศัพท์,1,"คุณสามารถเข้าไปตรวจสอบเบอร์โทรศัพท์ได้ด้วยตนเอง เข้าที่ www.sport788.com จากนั้น ให้กดที่คำว่าบัญชี>อัปเดตประวัติ เพื่อตรวจสอบเบอร์โทรศัพท์ของคุณ
<intentlink>อัพเดทประวัติ<intentlink>","ผมลืมว่าผมใช้เบอร์ไรสมัคร 
เช็คเบอร์โทรของผมให้น่อย
ลืมเบอร์โทร ทำไงได้บ้าง
ทำไงดี ลืมเบอร์โทร
เบอร์ผมเบอร์ไร
เช็คเบอร์โทรยังไงคับ
ผมอยากรู้ว่าเบอร์ผมเบอร์ไร
",Forgot phone number,
Fun88,TH,User,Account/Phone,ไม่ได้รับโค้ดยืนยันทาง SMS,1,"1.รบกวนเข้าที่ www.sport788.com และทำการกดยืนยันใหม่อีกครั้ง                        
2.ตรวจสอบเบอร์ที่ใช้ในการสมัครใหม่อีกครั้ง                        
3.ก่อนทำรายการให้ลบประวัติการท่องเว็บออกทุกครั้ง <intentlink>ลบคุ๊กกี้<intentlink>","ไม่เห็นมี sms เข้าเลย ทำไง
ยืนยันไมได้ ไม่มี sms เข้า 
ยืนยันไมได้ ผมทำรายการหลายรอบแล้ว ไม่เห็นมี sms  เลย
ต้องรอเอสเอมเอสนานไหม ไม่เห็นมีอะไรเข้าเลย
เอาเอมเอสไม่เข้า ผมจะยืนยันได้ไง
ทำมาหลายรอบแล้ว ไม่มี sms เลย ให้ผมทำไง
เอสเอมเอสต้องรอนานแค่ไหนคับ
",Cannot receive SMS code,
Fun88,TH,User,Account/Phone,โค้ด SMS ยืนยันหมดอายุ,1,"โค้ด SMS ยืนยันจะมีอายุการใช้งาน 5 นาทีค่ะ รบกวนคุณทำการยืนยันเบอร์โทรศัพใหม่อีกครั้งค่ะ
<intentlink>ยืนยันเบอร์โทรศัพท์<intentlink>","พอกรอกและบอกว่าหมดอายุ ทำไง
ทำไมรหัสยืนยันเอสเอมเอสหมดอายุคับ
รหัส sms หมดอายุแล้ว ทำไงดีคับ
sms หมดอายุ
",SMS code expired,
Fun88,TH,User,Account/Phone,ยืนยันเบอร์โทรศัพท์,1,"1.เข้าสู่ระบบ
2.เข้าที่หัวข้อ ""บัญชี"" ด้านขวามือ จากนั้นเลือก ""ยืนยันบัญชี ""
3.หัวข้อSMS การยืนยันตัวตน  กด "" ที่นี่เพื่อตรวจสอบ""
4.รหัสจะส่งไปที่โทรศัพท์ กรุณากรอกรหัสภายใน 5 นาที","ยืนยันเบอร์โทรยังไง
เขาบอกให้ยืนยันเบอร์โทร
หาที่ยืนยันเบอร์ไม่เจอคับ
ยืนยันเบอร์โทรอยู่ตรงไหน
หัวข้อยืนยันเบอร์โทรตรงไหน
ต้องยืนยันเบอร์ตรงไหนคะ รับเงินเดิมพันฟรีค่ะ
",Verify phone number,
Fun88,TH,User,Fund  Transfer,วิธีการโอนเงิน,1,"คุณสามารถทำการโอนเงินระหว่างบัญชีเพื่อไปเดิมพันที่เกมส์อื่นๆได้
1. เข้าสู่ระบบ เลือกหัวข้อ ""$ ธนาคาร"" เลือก ""โอนเงิน""
2. ระบุบัญชีต้นทางและปลายทาง
3. กรอกจำนวนเงินที่ต้องการย้ายบัญชี (กรอกจำนวนเต็มไม่ต้องกรอกจุดทศนิยม)
4. กดตกลงและเดิมพันได้เลย","ขอทราบวิธีการย้ายเงินหน่อยค่ะ
โอนเงิน ใช่การย้ายเงินไหมคับ
ต้องการย้ายเงินไปบัญชีอื่นคับ
ย้ายเงินจากกีฬาไปคาสิโนยังไง
ย้านเงินยังไงอ่ะ
ต้องการโอนเงินทำไงคับ
เอาเงินไปไว้ในบัญชีอื่นทำไงคับ
ตอนนี้เงินอยู่คาสิโน อยากน้ายไปกีฬาต้องเข้าตรงไหน
โอนเงินเจ้าตรงไหน
บอกวิธีย้ายเงินให้หน่อยทำไง",How to transfer,
Fun88,TH,User,Fund  Transfer,ยอดเงินโอนหาย,1,"คุณสามารถตรวจสอบประวัติการโอนเงินได้ดังนี้
1. เข้าสู่ระบบ เลือกหัวข้อ ""$ ธนาคาร"" เลือก ""ประวัติ""
2. เลือกวันที่ที่ต้องการค้นหา กด ""ตกลง""
หลังจากนั้นตรวจสอบสถานะการโอนเงิน หากสถานะสำเร็จให้ตรวจสอบยอดเงินที่บัญชีต้นทางและปลายทางอีกครั้ง
หากสถานะไม่สำเร็จระบบกำลังดำเนินการตรวจสอบให้ กรุณารอสักครู่
ข้อมูลเพิ่มเติม คลิก  <intentlink>วิธีการโอนเงิน<intentlink>","ดูประวัติการโอนเงินตรงไหน
ตรวจสอบประวัติการย้ายเงินยังไง
ผมจะดูว่าผมโอนเงินจากไหนไปไหน ได้ตรงไหนคับ
ดูว่่าย้ายเงินไปแล้ว ยังไงคับ
โอนเงินแล้สยอดอยุ่ไหน
ยอดเงินที่โอนไปจากกีฬามันหายไปไหนอ่ะ",Missing transfer,
Fun88,TH,User,Fund  Transfer,ยูสเซอร์เนมมียอดเงินแต่ถอนไม่ได้,1,"ก่อนทำการถอนเงิน คุณจะต้องมีการย้ายเงินไปไว้ที่บัญชีหลักก่อนทุกครั้ง จึงจะสามารถทำการถอนเงินออกจากยูสเซอร์เนมได้
ข้อมูลเพิ่มเติม คลิก  <intentlink>วิธีการโอนเงิน<intentlink>","จะถอนต้องย้ายเงินยังไงคับ
ย้ายเงินจากที่มีไปบัญชีหลักทำไง
ย้ายเงินในบัญชีทำไงคะ
ต้องการย้ายเงินออก
อยากถอนเงินออกต้องย้ายไปไหน
โอนเงินออก ต้องทำไง
มันขึ้นว่ายอดเงินเกินบัญชีหลักคะ
ย้ายเงินเข้าตรงไหน
ย้ายเงินออกทำไง
ต้องการย้ายเงินคับ
จะย้ายเงินอะ",Account have money but can't withdraw,
Fun88,TH,User,Fund  Transfer,ถอนยอดเงินจากเกมส์ที่เล่นหมุนฟรีไม่ได้,1,"ยอดเงินเดิมพันที่ได้มาจากการหมุนสล็อตฟรีจะยังไม่แสดงในบัญชีเกมส์ คุณจะต้องมีการเปิดใช้งานบัญชีเกมส์ก่อนโดยการโอนเงิน หรือ ย้ายเงินไปไว้ที่บัญชีเกมส์ขั้นต่ำที่ 1 บาท หลังจากนั้นยอดเงินเดิมพันที่ได้รับจากการหมุนสล็อตฟรีจะแสดงรวมทันที
ข้อมูลเพิ่มเติม คลิก  <intentlink>วิธีการโอนเงิน<intentlink>","เงินฟรีที่เล่นได้ ถอนไเ้ไหมคับ
ถอนเงินฟรีที่ได้มา ได้เลยไหม
จะถอนเงินที่เล่นได้ ทำไงอ่ะ
เงินโบนัสฟรีจากสล็อตถอนได้ไหม
จะถอนเงิน ผมเล่นสล็อตได้ฟรี
เงินฟรีจากหมุนสล็อตถอนเลยได้ไหม ถ้าเล่นได้",Freespin money can't take out,
Fun88,TH,User,Fund  Transfer,โอนเงินไม่ได้,1,"ไม่สามารถโอนเงิน หรือ ย้ายเงินระหว่างบัญชีได้ สาเหตุหลักอาจมาจากการใช้งานของเบราเซอร์ หรือ อินเตอร์เน็ตไม่เสถียร
แนะนำวิธีการแก้ไขปัญหาเบื้องต้นและเข้าทำรายการใหม่อีกครั้ง
<intentlink>ลบคุ๊กกี้<intentlink>
<intentlink>เปลี่ยนเบราเซอร์<intentlink>","จะย้ายเงินจากบัญชีหลักทำไง ย้ายไม่ได้
ย้ายเงินยังไง ย้ายไม่ไป
ย้ายเงินไม่เป็น ไม่เข้าบัญชีหลักเลย
ย้ายเงินไม่สำเร็จ เพราะอะไรครับ
ย้ายเงินไมได้ พอทราบไหมครับว่าเพราะอะไร
ย้ายเงินยากจัง ทำไม่เป็น
ช่วยผมโอนเงินเข้าบัญชีหลักหน่อย โอนไมได้
",Unable to transfer,
Fun88,TH,User,Payment/Withdrawal,วิธีกรอกข้อมูลการถอน,1,"1. เข้าสู่ระบบ 
2. เข้าที่หัวข้อ ""ธนาคาร"" ด้านขวามือ จากนั้นเลือก ""ถอนเงิน"" 
3. กรอกยอดเงิน และข้อมูลธนาคารของคุณ จากนั้น กด ตกลง
ข้อมูลเพิ่มเติม คลิก  
<intentlink>ยอดถอนขั้นต่ำและสูงสุด<intentlink>
<intentlink>ระยะเวลาการถอนเงิน<intentlink>","ถอนเงิน
ถอนทำไง
จะถอน
ถอนขั้นต่ำ
ขั้นต่ำถอนเท่าไร
ทำถอนไง
จะถอนเงิน
จะถอนเงินคับ
ขอถอน
ถอนเงินทำยังไง
สอบถามถอนเงิน
อยากถอนเงิน
ถอนขั้นต่ำกี่บาท
ถอนนานไหม
ถอนนานเท่าไร
ถอนยังไง
ต้องการถอน
ทำรายการถอน
จะทำถอนทำไง
ถอนเงินไม่ได้
จะถอนคับ
ถามหน่อยถอนเงิน
ถอนได้มั้ย
ทำถอนไม่ได้
จะถอนเงิน ทำยังไงค่ะ
แจ้งถอนยังไง
จะทำการถอน
ผมจะถอนเงินทำไงบ้างคับ
ทำไงจะถอนได้ครับ
ถอนเงินนานไหมครับกว่าจะได้
ผมเเจ้งถอนยังไง
ถอนเงินเข้าบัญชียังไง
ขอถอนเงินค่ะ
ผมจะถถอนเงินออก
ถอนออกทำไง
ถอนไปแล้วเข้าตอนไหนครับ
ถอนออกยังไง
ถอนเข้าตอนไหน
ทำรายการถอนให้หน่อย
ถอนให้ที
ทำไงจะถอน
ถอนเงินอ่าคับ ทำไง
ถอนเงินสามารถถอนได้ตลอดใช่มั้ยครับ
ผมจะสอบถามเรื่องถอนเงินครับ
จะถอนได้ยังไง
ผมต้องทำไงถึงจะถอนได้
ต้องการถอนเงินต้องทำอย่างไรครับ
ถอนไง
ผมจะถอนได้ป่าว
ถอนเงินคับ
ถอนเงินยังไง

ถอนแล้วไม่ได้
เช็คถอนหน่อย ไม่ได้เงิน
ไม่ได้เงินถอน
เมื่อไรได้
ถอนเงินยังไม่ได้
เงินไม่เข้าเลยจร้า
เช็คยอด
ถอนเมื่อคืนยังไมได้
เงินไม่เข้า
ตามเงินให้ที
เงินเมื่อไรเข้า
รายการอนุมัติแล้วแต่เงินไม่เข้า
เงินถอน ไม่เข้า
ไม่เห็นได้ยอด
สำเร็จแต่เงินไม่เข้า
ไม่เห็นได้เงินเลย
ตามถอนที
ยอดเงินไม่มีเข้ามา
ดูยอดถอนให้หน่อย
ดูยอดถอน เงินไม่เข้า
เงินไม่เข้า ถอน
ถอนไม่เข้า
เงินไม่เข้าบัญชี
ไม่ได้เงินแต่ขึ้นในระบบว่าถอนสำเร็จ
ตรวจสอบยอดถอนเงินค่ะ ยังไม่ได้เงิน
รายการถอนเงินสำเร็จแต่ไม่มีเงินเข้าบัญชีค่ะ
ขอถอนเงินแต่ยอดไม่เข้า
ตามให้หน่อยคับ เงินไม่เข้า
ขอถอนแล้วไม่ได้เงินเข้าบัญชี
รายการถอน ล่าสุด ถอนสำเร็จ แต่ เงินไม่เข้าบัญชี
แต่เงินยังม่เข้าในบันชี
ถอนเมือคืนแต่เงินไม่ดัยนะ
เงินยังไม่เข้าอีกครับ
ไม่มีตังเข้าเลย
เรื่องเงินถอน ไม่ได้ตัง
ถอนเงินแล้วยังไม่ได้เลย
ตามยอดที่ขอถอนไว้
ตามเรื่องถอนเงินหน่อยครับ
ถอนอนุมัติแล้วแต่ตังยังไม่เข้าครับ
ยอดในบันชี้ผมไมเข้า
เรื่องเงินไม่เข้าบัญชีในเวลาเว็ปที่สำเร้จ
คือถอนเงินจากบัญชีเกมส์เพื่อเข้าบัญชีธนาคาร ถึงตอนนี้เงินก็ยังไม่เข้าบัญชีธนาคารเลยค่ะ
มีปัญหาเรื่องโอนเงินเข้าบัญชีธนาคารอยู่คะ
ยอดไม่เข้า
ถอนยังไม่เข้านะครับ
ตามเรื่องถอนเงิน ยังไม่ได้เงินครับ
ถอนเงินไม่ได้
ตรวจสอบเสร้จยังคับเรื่องถอนเงิน 2 วันแล้วนะคับ
มาติดตามความคืบหน้าเรื่องที่ยอดเงินถอนสองรายการไม่เข้า
ถอนเงินไม่เข้า
เงินถอนออกแต่ไม่เข้าอะ
ยอดยังไม่เข้าบัญชีเลย
เงินไม่เข้าบัญชีคับ
ในรายการขึ้นว่าถอนเงินสำเร็จ แต่ไม่มีเงินเข้ามา
คือถอนตังไปแต่ตังยังไม่เข้าบัญชี
ยอดเงินไม่เข้า แต่เวปแจ้งว่าโอนแล้ว
คือผมถอนเงินเเล้วอะคับเเต่ในบัญชีธนาคารยังไม่เข้าเลย
ถอนเงินยังไม่เข้าครับ

เงินไม่เข้าเลยจร้า
ถอนเงินไปยังไม่เข้าครับ
พอทำรายการแล้วถูกยกเลิก
ทำไมถอนเงินไม่ได้ครับ
แจ้งถอนไปเงินไม่ได้สักทีครับ
ทำถอนแล้วไม่ได้
ตรวจรายการถอนให้หน่อย
ทำรายการไป จะถอนเงินได้ไหม
จะถอนได้ตอนไหน
ทำรายการไปแล้วตรวจสอบด้วย
ถอนยังไม่ได้อะครับ
ขอถอน ไม่ได้ค่ะ
ถอนเงินได้ยังครับ
เทินโอเวอครบยัง
จะถอนเงินได้เท่าไร
ยอดเทรินครบยัง จะถอนเงิน
ทำไมถอนตังไมได้คับ
ผมถอนเงินไม่ได้
รบกวนถอนให้หน่อยเถอะค่ะ
ถอนไม่ได้เลย
แจ้ง​การถอนทำรายการไม่ได้ค่ะ
ถอนเงินนานแล้วยังไม่เข้าเลยค้ะ
ปรับยอดการถอนช้าจังเลยค่ะ
ถอนเงิน ตรวจสอบเสร็จรึยังคัฟ
แจ้งถอนแล้วทำไมยอดเงินยังไม่เข้าค่ะ
มีข้อผิดพลาดตรงไหนครับ ถอนเงินไม่เข้า
สอบถามทำไมถอนเงินไม่ได้ครับ
ผมถอนเงินทำไมปฎิเสธ
เป็นไรถอนไม่ได้คับ
ดูให้หน่อยได้ไหม ทำไมถอนไม่ได้ครับ
ทำไหมถอนไม่ได้ครับ
ทำไมยังถอนตังไม่ได้อีกละ
ทำไมการถอนถูกปฏิเสธ
พอจะถอนดันมีปัญหา
รายการถอนถูกยกเลิก
ทำไมถอนเงินไม่ได้คะถูกปฏิเสธอีกแล้วค่ะ
คือตามเรื่องถอนเงินยุคับ
ปรับยอดถอนให้หน่อยค้าบ
ผมแจ้งถอนไปทำมัยยกเลิกรายการถอนออกคัพ
ต้องทำยอดเท่าไหร่จึงถอนได้
ทำไมแจ้งถอนเงินตัดเงินจากเกมแต่ยอดเงินไม่เข้า
อนเงินไม่ได้คับเช็คให้หน่อยว่าถอนได้หรือยังคับ
ผมทำรายการถอนไม่ได้เลยอะครับถูกปฏิเสธตลอด
สรุปยอดเงินไปไหนค่ะแจ้งถอนเงินไม่เข้า
ถอนเงินไม่ได้ครับ
ผมทำรายการถอนเงินไป ถูกปฏิเสธทุกรอบเลย
ยอดเท่าไรถึงถอนได้ครับ
ดูยอดถอนให้ด้วยครับ
สามารถถอนได้ยังค่ะ
ถอนเงินไม่ได้เกิดจากอะไรค่ะ
ถอนเงินไม่ได้พี่
ตรวจสอบรายการถอนให้หน่อยครับ
ถอนเงินจากเกมส์แต่เงินยังไม่เข้าบันชีเลยคะ
ยังไม่ให้ถอนอีกหรอ
สาเหตุอะไร ทำไม่ถอนออกไม่ได้
ถอนครับ
ถอนแล้วไม่ได้
ดูรายการถอนให้หน่อย",How to fill in Withdrawal Bank Information?,
Fun88,TH,User,Payment/Withdrawal,วิธีเพิ่มบัญชีถอน,1,"คุณสามารถทำการเพิ่มบัญชีถอนด้วยตนเอง โดยการกดที่คำว่า ธนาคาร > ข้อมูลธนาคาร และทำการเพิ่มบัญชีถอนได้เลยค่ะ
ข้อมูลเพิ่มเติม คลิก  
<intentlink>วิธีกรอกข้อมูลการถอน<intentlink>
<intentlink>ยอดถอนขั้นต่ำและสูงสุด<intentlink>
<intentlink>ระยะเวลาการถอนเงิน<intentlink>","พอดีผมใช้อีกบัญชีฝากเข้ามา ต้องทำไงคับ
ผมสามารถเปลี่ยนบัญชีการฝากของผมได้ไหมคับ
เพิ่มบัญชีฝากต้องทำยัง
อยากเพิ่มบัญชีการฝาก
เราสามารถใช้มากกว่า 1 บัญชีฝากได้ไหม ต้องทำยังไงคะ
ฝากแล้วแต่เขาบอกว่าบัญชีไม่ตรงกัน ทำไงคับ
",How to update Withdrawal Bank Information?,
Fun88,TH,User,Payment/Withdrawal,รายการถอนยังอยู่ในระหว่างดำเนินการ,1,"ตอนนี้ยอดถอนของคุณยังอยู่ในระหว่างดำเนินการ รบกวนรอการปรับตามรอบ แต่ละรอบจะมีการปรับไม่เกิน 6 ชั่วโมงค่ะ
ข้อมูลเพิ่มเติม คลิก  
<intentlink>ยอดถอนขั้นต่ำและสูงสุด<intentlink>
<intentlink>ระยะเวลาการถอนเงิน<intentlink>","ผมทำรายการถอนไปยังไม่ปรับเลยคับ	
ขอถอนเงินคับ	
ถอนเงินยังไม่เข้า	
ถอนเงินต้องรอนานไหม	
ผมทำรายการถอนไปครึ่งชั่วโมงแล้ว ยังไม่ปรับเลยคับ	
ถอนเงินตั้งนานแล้ว ทำไมยังไม่ปรับอีก	
รายการถอนอยู่ในระหว่างการดำเนินการนานแล้ว  	
ผมถอนเงินไปได้สักพักแล้ว ตรวจสอบให้ทีคับ	
เงินยังไม่เข้าบัญชีผมเลย ทำไมถอนนานขนาดนี้	
รอนานมากแล้วนะ เมื่อไหร่ผมจะได้ยอดถอน	
",Still Processing,
Fun88,TH,User,Payment/Withdrawal,ลบข้อมูลบัญชีการถอน,1,"คุณสามารถทำการลบบัญชีถอนด้วยตนเอง โดยการกดที่คำว่า ธนาคาร > ข้อมูลธนาคาร และกดแก้ใข หลังบัญชีธนาคารของคุณที่ทำการบันทึกไว้ จากนั้น เลือกที่ ลบข้อมูลธนาคาร ค่ะ
ข้อมูลเพิ่มเติม คลิก  
<intentlink>วิธีเพิ่มบัญชีถอน<intentlink>","ผมกรอกบัญชีถอนผมผิด แก้ไขได้ไหมครับ
ลบบัญชีถอนยังไง กรอกผิด
บัญชีถอนของผมลบได้ไหมครับ
บันทึกบัญชีผิด แก้ไขได้ไหม
ผมอยากใช้บัญชีผมอีกบัยชีในการถอนได้ไหมคับ
",Remove Withdrawal Bank Information,
Fun88,TH,User,Payment/Withdrawal,ยอดถอนขั้นต่ำและสูงสุด,1,"ยอดถอนขั้นต่ำจะอยู่ที่ 500 บาท และภายใน 30 วันต้องมียอดถอนไม่เกิน 150,000 บาทค่ะ
ข้อมูลเพิ่มเติม คลิก  <intentlink>เพิ่มวงเงินการถอน<intentlink>","ถอนขั้นต่ำเท่าไหร่คับ
ถอน 200 ได้ไหม
ถอนเงินสูงสุดได้เท่าไหร่คับ
ทำไมถอน 300 บาทไม่ได้
ขั้นต่ำการถอน
ถอน ขั้นต่ำ
อยากถอนเงิน ขั้นต่ำเท่าไหร่คับ
ถ้าผมจะถอนเงินทั้งหมดที่มีในบัญชีได้ไหมคับ
ถอนมากกว่า 100,000  ได้ไหมคับ
",Withdrawal limits,
Fun88,TH,User,Payment/Withdrawal,ตรวจสอบสถานะการถอนเงิน,1,"หลังจากแจ้งรายการถอนสำเร็จแล้ว คุณสามารถตรวจสอบประวัติการทำรายการหรือติดตามสถานะการถอนได้ที่ หัวข้อ ประวัติ
ข้อมูลเพิ่มเติม คลิก  <intentlink>รายการถอนยังอยู่ในระหว่างดำเนินการ<intentlink>","ตรวจสอบยอดถอนให้หน่อย
ผมถอนเงินแล้วตรวจสอบที
ผมทำรายารถอนถูกไหม ดูให้หน่อย
ถอนเงินไป
ผมถอนเงินไปแล้ว ดูให้หน่อยว่าโอเคไหม
ช่วยเช็คยอดถอนให้ผมที
",Check withdrawal status,
Fun88,TH,User,Payment/Withdrawal,ยกเลิกรายการถอนเงิน,1,"คุณสามารถยกเลิกรายารถอนเงินได้ด้วยตนเองโดยการกดที่กากบาทเท่านั้น
ข้อมูลเพิ่มเติม คลิก  <intentlink>รายการถอนยังอยู่ในระหว่างดำเนินการ<intentlink>","ช่วยยกเลิกการถอนให้หน่อยค่ะ
ยกเลิกการถอนค่ะ
กรอกข้อมูลผิด ยกเลิกการถอนให้หน่อยคับ
ยอดถอนปรับช้ามาก ยกเลิกให้หน่อยครับ ผมจะเล่นต่อ
ถอนไม่ปรับเลย ยกเลิกให้หน่อย จะถอนใหม่
ถอนไม่ปรับเลย ยกเลิกให้หน่อย จะถอนใหม่
ยกเลิกรายการถอนได้ไหมคะ
",Cancel Withdrawal,
Fun88,TH,User,Payment/Withdrawal,คำนวณยอดหมุนเวียนการถอนอย่างไร,1,รายการฝากทุกๆรายการของคุณ ต้องมีการทำยอดหมุนเวียน 1 เท่า จึงจะสามารถทำการถอนออกมาได้ค่ะ,"เงินไม่เข้าเลยจร้า
ถอนเงินไปยังไม่เข้าครับ
พอทำรายการแล้วถูกยกเลิก
ทำไมถอนเงินไม่ได้ครับ
แจ้งถอนไปเงินไม่ได้สักทีครับ
ทำถอนแล้วไม่ได้
ตรวจรายการถอนให้หน่อย
ทำรายการไป จะถอนเงินได้ไหม
จะถอนได้ตอนไหน
ทำรายการไปแล้วตรวจสอบด้วย",How to Calculate Withdrawal TO Requirement,
Fun88,TH,User,Payment/Withdrawal,ระยะเวลาการถอนเงิน,1,"คุณสามารถทำรายการถอนเงินได้ตลอด 24 ชั่วโมง ทางเรามีรอบการส่งยอดให้การเงินไทยคือ 10:00 น. 12:00 น.14:00 น. 16:00 น. 18:00 น. (ตามเวลาหน้าเว็บไซต์) ความช้าเร็วจะขึ้นอยู่กับจำนวนสมาชิกในรอบที่ส่งไป ทางเราจะตั้งเวลาในรอบให้การเงินไทยทำงานภายใน 6 ชั่วโมงค่ะ
ข้อมูลเพิ่มเติม คลิก  <intentlink>วิธีกรอกข้อมูลการถอน<intentlink>","ถอนเงิน ทำไมช้าจัง
นานไหมกว่าจะโอนให้ผม
ผมจะได้เงินรอบกี่โมง
รอนานไหมกว่าเงินที่ถอนจะเข้า
รอบถอนมีกี่โมง
ถอนไปตอน 10 โมงจะได้เงินตอนไหน
แจ้งถอนแล้ว ได้ตอนไหน
ถอนแล้วค่ะ รอเงินเข้า
รอเงินเข้านานไหม
ถอนแล้วทำไมยังไม่โอน
ทำไมใช้เวลานานจัง ถอนแต่ละครั้ง
ถอนตอนเช้าได้เงินตอนไหน
ถอนชาดนี้ได้ชาติไหน
ทำไมนานจัง ถอนเงินนะคะ
ถอนแต่ละทีต้องมีปัญหา ช้าตลอด
ผมถอนเมื่อเย็น ผมได้เงินคืนนี้เลยไหมคับ หรือว่าเช้า
การเงินคุณทำไรอยู่ ช้ามาก
รอนานแล้ว ถอนเงินรอนานมาก
ผมทำการถอนยังไม่ได้เลยครับผม
นานนแท้ ทำรายการถอนเงินเสร็จยัง
วันนี้เเจ้งถอนนานหน่อยคร้าบ",How long for withdrawal?,
Fun88,TH,User,Payment/Withdrawal,รายการถอนถูกปฏิเสธ,1,รบกวนคุณตรวจสอบความถูกต้องของข้อมูลธนาคารที่ใช้ถอนเงินค่ะ,"แจ้งถอน ถูกปฏิเสธ
ทำไมถอนเงินแล้วถูกปฏิเสธคับ
ปฏิเสดการถอนผมทำไม
ถอนเงินไม่ได้ค่ะช่วยรบกวนดูให้หน่อยค่ะ
ถอนแล้วในระบบบอกไม่สำเรจ
ทำไมถอนตัง ไม่สักทีครับ
ขึ้นแฏิเสตตลอด
ขึ้นปฏิเสธตลอด หลายครั้งแล้ว
ฝาดดูการถอนเงินหน่อยครับ
ผมถอนเงินไม่ได้คับ ต้องทำอย่างไร",Withdrawal Rejected,
Fun88,TH,User,Payment/Withdrawal,รายการถอนอนุมัติแต่ไม่ได้รับเงิน,1,"รบกวนคุณติดต่อธนาคารเพื่อขอรายการเดินบัญชีย้อนหลัง เพื่อเป็นหลักฐานยืนยัน จากนั้นทำการติดต่อเจ้าหน้าฝ่ายบริการลูกค้า Fun88 ค่ะ
ข้อมูลเพิ่มเติม คลิก  
<intentlink>ตรวจสอบสถานะการถอนเงิน<intentlink>","ถอนแล้วไม่ได้
เช็คถอนหน่อย ไม่ได้เงิน
ไม่ได้เงินถอน
เมื่อไรได้
ถอนเงินยังไม่ได้
เงินไม่เข้าเลยจร้า
เช็คยอด
ถอนเมื่อคืนยังไมได้
เงินไม่เข้า
ตามเงินให้ที
เงินเมื่อไรเข้า
รายการอนุมัติแล้วแต่เงินไม่เข้า
เงินถอน ไม่เข้า
ไม่เห็นได้ยอด
สำเร็จแต่เงินไม่เข้า
ไม่เห็นได้เงินเลย
ตามถอนที
ยอดเงินไม่มีเข้ามา
ดูยอดถอนให้หน่อย
ดูยอดถอน เงินไม่เข้า
เงินไม่เข้า ถอน
ถอนไม่เข้า
เงินไม่เข้าบัญชี
ไม่ได้เงินแต่ขึ้นในระบบว่าถอนสำเร็จ
ตรวจสอบยอดถอนเงินค่ะ ยังไม่ได้เงิน
รายการถอนเงินสำเร็จแต่ไม่มีเงินเข้าบัญชีค่ะ
ขอถอนเงินแต่ยอดไม่เข้า
ตามให้หน่อยคับ เงินไม่เข้า
ขอถอนแล้วไม่ได้เงินเข้าบัญชี
รายการถอน ล่าสุด ถอนสำเร็จ แต่ เงินไม่เข้าบัญชี
แต่เงินยังม่เข้าในบันชี
ถอนเมือคืนแต่เงินไม่ดัยนะ
เงินยังไม่เข้าอีกครับ
ไม่มีตังเข้าเลย
เรื่องเงินถอน ไม่ได้ตัง
ถอนเงินแล้วยังไม่ได้เลย
ตามยอดที่ขอถอนไว้
ตามเรื่องถอนเงินหน่อยครับ
ถอนอนุมัติแล้วแต่ตังยังไม่เข้าครับ
ยอดในบันชี้ผมไมเข้า
เรื่องเงินไม่เข้าบัญชีในเวลาเว็ปที่สำเร้จ
คือถอนเงินจากบัญชีเกมส์เพื่อเข้าบัญชีธนาคาร ถึงตอนนี้เงินก็ยังไม่เข้าบัญชีธนาคารเลยค่ะ
มีปัญหาเรื่องโอนเงินเข้าบัญชีธนาคารอยู่คะ
ยอดไม่เข้า
ถอนยังไม่เข้านะครับ
ตามเรื่องถอนเงิน ยังไม่ได้เงินครับ
ถอนเงินไม่ได้
ตรวจสอบเสร้จยังคับเรื่องถอนเงิน 2 วันแล้วนะคับ
มาติดตามความคืบหน้าเรื่องที่ยอดเงินถอนสองรายการไม่เข้า
ถอนเงินไม่เข้า
เงินถอนออกแต่ไม่เข้าอะ
ยอดยังไม่เข้าบัญชีเลย
เงินไม่เข้าบัญชีคับ
ในรายการขึ้นว่าถอนเงินสำเร็จ แต่ไม่มีเงินเข้ามา
คือถอนตังไปแต่ตังยังไม่เข้าบัญชี
ยอดเงินไม่เข้า แต่เวปแจ้งว่าโอนแล้ว
คือผมถอนเงินเเล้วอะคับเเต่ในบัญชีธนาคารยังไม่เข้าเลย
ถอนเงินยังไม่เข้าครับ",Withdrawal Successful but haven't received money,
Fun88,TH,User,Payment/Withdrawal,การถอนมีปัญหา,1,"ก่อนทำการถอน รบกวนทำการยืนยันเบอร์โทรและอีเมลให้ครบถ้วนค่ะ
ข้อมูลเพิ่มเติม คลิก  
<intentlink>ยืนยันอีเมล<intentlink>
<intentlink>ยืนยันเบอร์โทรศัพท์<intentlink>","จะถอนแต่มันขึ้นให้ยืนยัน sms อิเมล ต้องทำไง
ผมถอนไม่ได้ ระบบแจ้งเตือน ทำไง
ยืนยันข้อมูลแล้ว แต่ถอนไม่ได้อยู๋ดี ขาดตรงไหน
ข้อมูลอะไรยังไม่ครบ จะถอนเนี่ย
ยังขาดข้อมูลส่วนไหนอีกถึงถอนได้
ต้องไปเพิ่มข้อมูลก่อนหรอคะ ถึงจะถอนเงินได้",Withdrawal Problem,
